# population_NumSelection TOURNAMENT_5.000000_500.000000 
 50.000000 0.000017 
 100.000000 0.000025 
 150.000000 0.000034 
 200.000000 0.000042 
 250.000000 0.000051 
 300.000000 0.000061 
