# population_NumSelection TOURNAMENT_15.000000_500.000000 
 50.000000 0.019820 
 100.000000 0.031100 
 150.000000 0.043540 
 200.000000 0.055100 
 250.000000 0.080180 
 300.000000 0.078520 
