# population_NumSelection TOURNAMENT_25.000000_400.000000 
 50.000000 0.000027 
 100.000000 0.000047 
 150.000000 0.000066 
 200.000000 0.000085 
 250.000000 0.000103 
 300.000000 0.000122 
