# population_NumSelection TOURNAMENT_5.000000_400.000000 
 50.000000 0.015580 
 100.000000 0.023200 
 150.000000 0.030340 
 200.000000 0.038440 
 250.000000 0.045180 
 300.000000 0.053300 
